id,title,empesa,local,salario,tipo,descricao,links
38,"Bolsista Doutor [Física, Matemática, Ciência Da Computação, Engenharia Da Computação] ICT ITAÚ",INSTITUTO EUVALDO LODI,Todo Brasil,Salário a combinar,Home office,"['Projeto de inovação do INSTITUTO ITAÚ DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO em parceria Inova Talentos | IPT\n\nPré-Requisitos:\n• Perfil do bolsista: Doutor - TECH 4 \n• Formação: Doutorado\n• Cursos: Ciência da Computação, Estatística, Matemática Aplicada, Engenharia em geral ou áreas correlatas.\n\nAtividades:\n• Revisão bibliográfica\n• Estruturação de um desenho de pesquisa;\n• Programação e modelagem acompanhadas de experimentos empíricos, análise comparativa e estudos de resolução de perguntas científica;\n• Documentação de resultados, elaboração e submissão de artigo científico;\n\nConhecimentos Necessários:\n• Programação na linguagem Python;\n• Experiência sólida com modelos de Aprendizado de Máquina, em especial modelos de Reinforcement Learning\n• Experiência com Testes AB (experimentação)\n• Experiência com projetos de pesquisa e escrita científica\n• Idiomas: Inglês Intermediário a Avançado (leitura e escrita)\n\nConhecimento Desejáveis:\n• Pesquisa prévia em Reinforcement Learning\n• Experiência em projetos na esfera da tecnologia, dentro do ramo de Ciência de Dados, de preferência;\n• Conhecimento em Inferência Causal\n\nInformações adicionais:\n• Disponibilidade: 40h semanais;\n• Duração: 12 meses;\n• Bolsa Auxílio: R$ 11.000,00\n• Atuação: Home Office \n• Local de empresa: Bairro do Jabaquara, São Paulo.\n\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\n\n( 1075584022)\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Informática, TI, Telecomunicações - TI\nExigências\nEscolaridade Mínima: Pós-graduação - Doutorado\nValorizado\nExperiência desejada: Entre 5 e 10 anos\nEngenharia de computação; Pós-graduação - Doutorado, Ciências da computação; Pós-graduação - Doutorado, Matemática; Pós-graduação - Doutorado, Física; Pós-graduação - Doutorado\nDenunciar vaga']","{'vaga': '/vaga-de-bolsista-doutor-fisica,-matematica,-ciencia-da-em-__10381280.aspx', 'empresa': 'https://www.infojobs.com.br/iel'}"
39,Bolsista Mestre [Ciência De Dados; Engenharia De Dados; Matemática; Estatística] CIELO,INSTITUTO EUVALDO LODI,Todo Brasil,Salário a combinar,Home office,"['Projeto de inovação na empresa CIELO em parceria com Inova Talentos | CNPq.\n\nPré-Requisitos:\n• Título: Mestre\n• Formação: Ciência de Dados; Engenharia de Dados; Matemática; Estatística.\n\nAtividades: \n• Coleta, tratamento e análise de grandes volumes de dados;\n• Desenvolvimento, treinamento e avaliação de modelos preditivos e descritivos;\n• Implementação e otimização de modelos em produção;\n• Monitoramento e acompanhamento do desempenho dos modelos ao longo do tempo;\n• Apoio na definição das variáveis que traduzem os comportamentos dos arquétipos existentes.\n\nConhecimentos Necessários:\n• Conhecimento de estatística e técnicas de modelagem.\n• Proficiência em Python e SQL.\n\nConhecimento Desejáveis:\n• Experiência com ferramentas de versionamento de código (Git).\n• Conhecimento em AWS: Experiência com serviços como EMR, Athena, Pyspark, Databricks e Sagemaker.\n• Experiência em Engenharia de Dados, com desenvolvimento de pipelines de dados e otimização de processos de ETL.\n• Publicações científicas ou participação em eventos da área.\n• Idiomas: Inglês Técnico\n\nInformações adicionais:\n• Disponibilidade: 40h semanais\n• Duração: 12 meses\n• Bolsa Auxílio: R$ 4.900,00\n• Atuação: Remota\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Informática, TI, Telecomunicações - TI\nExigências\nEscolaridade Mínima: Pós-graduação - Mestrado\nDenunciar vaga']","{'vaga': '/vaga-de-bolsista-mestre-ciencia-dados-engenharia-dados-em-__10588566.aspx', 'empresa': 'https://www.infojobs.com.br/iel'}"
40,Arquiteto(A) De Inteligência Digital (Inteligência Artificial),B2FINANCE BPO E TECNOLOGIA LTDA.,Todo Brasil,Salário a combinar,Home office,"['Projeto de inovação na empresa CIELO em parceria com Inova Talentos | CNPq.\n\nPré-Requisitos:\n• Título: Mestre\n• Formação: Ciência de Dados; Engenharia de Dados; Matemática; Estatística.\n\nAtividades: \n• Coleta, tratamento e análise de grandes volumes de dados;\n• Desenvolvimento, treinamento e avaliação de modelos preditivos e descritivos;\n• Implementação e otimização de modelos em produção;\n• Monitoramento e acompanhamento do desempenho dos modelos ao longo do tempo;\n• Apoio na definição das variáveis que traduzem os comportamentos dos arquétipos existentes.\n\nConhecimentos Necessários:\n• Conhecimento de estatística e técnicas de modelagem.\n• Proficiência em Python e SQL.\n\nConhecimento Desejáveis:\n• Experiência com ferramentas de versionamento de código (Git).\n• Conhecimento em AWS: Experiência com serviços como EMR, Athena, Pyspark, Databricks e Sagemaker.\n• Experiência em Engenharia de Dados, com desenvolvimento de pipelines de dados e otimização de processos de ETL.\n• Publicações científicas ou participação em eventos da área.\n• Idiomas: Inglês Técnico\n\nInformações adicionais:\n• Disponibilidade: 40h semanais\n• Duração: 12 meses\n• Bolsa Auxílio: R$ 4.900,00\n• Atuação: Remota\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Informática, TI, Telecomunicações - TI\nExigências\nEscolaridade Mínima: Pós-graduação - Mestrado\nDenunciar vaga']","{'vaga': '/vaga-de-arquitetoa-inteligencia-digital-inteligencia-artificial-em-__10784803.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-b2finance-bpo-tecnologia-ltda__290770.aspx'}"
41,Analista De Dados Sênior – FP&A,ao³ Tech,Todo Brasil,Salário a combinar,Home office,"['Projeto de inovação na empresa CIELO em parceria com Inova Talentos | CNPq.\n\nPré-Requisitos:\n• Título: Mestre\n• Formação: Ciência de Dados; Engenharia de Dados; Matemática; Estatística.\n\nAtividades: \n• Coleta, tratamento e análise de grandes volumes de dados;\n• Desenvolvimento, treinamento e avaliação de modelos preditivos e descritivos;\n• Implementação e otimização de modelos em produção;\n• Monitoramento e acompanhamento do desempenho dos modelos ao longo do tempo;\n• Apoio na definição das variáveis que traduzem os comportamentos dos arquétipos existentes.\n\nConhecimentos Necessários:\n• Conhecimento de estatística e técnicas de modelagem.\n• Proficiência em Python e SQL.\n\nConhecimento Desejáveis:\n• Experiência com ferramentas de versionamento de código (Git).\n• Conhecimento em AWS: Experiência com serviços como EMR, Athena, Pyspark, Databricks e Sagemaker.\n• Experiência em Engenharia de Dados, com desenvolvimento de pipelines de dados e otimização de processos de ETL.\n• Publicações científicas ou participação em eventos da área.\n• Idiomas: Inglês Técnico\n\nInformações adicionais:\n• Disponibilidade: 40h semanais\n• Duração: 12 meses\n• Bolsa Auxílio: R$ 4.900,00\n• Atuação: Remota\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Informática, TI, Telecomunicações - TI\nExigências\nEscolaridade Mínima: Pós-graduação - Mestrado\nDenunciar vaga']","{'vaga': '/vaga-de-analista-dados-senior-fpa-em-__10779443.aspx', 'empresa': 'https://www.infojobs.com.br/iob'}"
42,,,Todo Brasil,Salário a combinar,Home office,"['Projeto de inovação na empresa CIELO em parceria com Inova Talentos | CNPq.\n\nPré-Requisitos:\n• Título: Mestre\n• Formação: Ciência de Dados; Engenharia de Dados; Matemática; Estatística.\n\nAtividades: \n• Coleta, tratamento e análise de grandes volumes de dados;\n• Desenvolvimento, treinamento e avaliação de modelos preditivos e descritivos;\n• Implementação e otimização de modelos em produção;\n• Monitoramento e acompanhamento do desempenho dos modelos ao longo do tempo;\n• Apoio na definição das variáveis que traduzem os comportamentos dos arquétipos existentes.\n\nConhecimentos Necessários:\n• Conhecimento de estatística e técnicas de modelagem.\n• Proficiência em Python e SQL.\n\nConhecimento Desejáveis:\n• Experiência com ferramentas de versionamento de código (Git).\n• Conhecimento em AWS: Experiência com serviços como EMR, Athena, Pyspark, Databricks e Sagemaker.\n• Experiência em Engenharia de Dados, com desenvolvimento de pipelines de dados e otimização de processos de ETL.\n• Publicações científicas ou participação em eventos da área.\n• Idiomas: Inglês Técnico\n\nInformações adicionais:\n• Disponibilidade: 40h semanais\n• Duração: 12 meses\n• Bolsa Auxílio: R$ 4.900,00\n• Atuação: Remota\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Informática, TI, Telecomunicações - TI\nExigências\nEscolaridade Mínima: Pós-graduação - Mestrado\nDenunciar vaga']","{'vaga': '/vaga-de-analista-dados-senior-fpa-em-__10779443.aspx', 'empresa': 'https://www.infojobs.com.br/iob'}"
43,DEV.Analista De Sistemas Pleno - Home Office,mindbe,Todo Brasil,"R$ 7.000,00 (Bruto mensal)",Home office,"['Aqui, as oportunidades são para todos! Queremos que você seja a melhor versão de si e se sinta bem onde estiver. Valorizamos as diferenças e temos um ambiente onde todos são mais que bem-vindos, independente de deficiência, gênero, etnia, orientação sexual, origem, entre outras diversidades, pois entendemos que JUNTOS construímos o nosso jeito de ser.\n\nEstamos em busca de uma pessoa Analista de Sistemas Pleno com experiência sólida na linguagem Python, diferencial já ter trabalhando com desenvolvimento frontend (SSR). O(a) profissional atuará no desenvolvimento do backend de aplicações, com foco em performance, usabilidade e boas práticas de engenharia de software.\n\nVocê fará parte de um time ágil e multidisciplinar, responsável por construir soluções escaláveis e seguras, utilizando FastAPI no backend, Jinja com BulmaCSS no FrontEnd e ChatBot.\nRequisitos:\nPara encarar o desafio, você precisará ter:\n\nExperiência sólida com Python 3.10+ (mínimo 2 anos)\nDomínio de FastAPI para construção de APIs RESTful\nConhecimento em bancos de dados não relacionais\nConhecimento em estruturas e modelos com Pydantic\nExperiência com Jinja2 para renderização de templates\nExperiência com metodologias ágeis, especialmente Scrum\nVersionamento de código com Git aplicado em Github\nConhecimento em Arquitetura Limpa e seus fundamentos\nDiferenciais:\n\nFamiliaridade com serviços da AWS\nExperiência com desenvolvimento de aplicações web (HTML/CSS3)\nConhecimento em BulmaCSS ou outros frameworks CSS modernos\nConhecimento em desenvolvimento de páginas SSR\nExperiência com testes automatizados (Pytest, unittest)\nVivência com pipelines de CI/CD\n\nAcesse o link e se inscreva : https://mindbe.empregare.com/v121226\nNúmero de vagas: 1\nTipo de contrato e Jornada: Prestador de Serviços (PJ) - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - Programador / Desenvolvedor\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 1 e 3 anos\nDenunciar vaga']","{'vaga': '/vaga-de-devanalista-sistemas-pleno-home-office-em-__10740705.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-mindbe__-68482.aspx'}"
44,Analista De Qualidade (QA),Agtech Soluções em Tecnologia Ltda.,Todo Brasil,,Home office,"['Analista de Qualidade\n\nEstamos em busca de um(a) Analista de Qualidade com experiência em automação de testes, preferencialmente com Python. O profissional atuará no planejamento, desenvolvimento e execução de testes automatizados, contribuindo para a garantia da qualidade e estabilidade das entregas.\n\nResponsabilidades:\nCriar, manter e executar scripts de testes automatizados (frontend, backend e APIs)\nGarantir a cobertura de testes e acompanhar os resultados em pipelines CI/CD\nTrabalhar em conjunto com o time de desenvolvimento e produto para entender os critérios de aceitação\nContribuir com testes manuais exploratórios quando necessário\nParticipar ativamente dos rituais ágeis da equipe\n\nRequisitos:\nExperiência com testes automatizados utilizando Python (Selenium, Pytest, Behave, etc.)\nConhecimento em testes de APIs (Postman, REST-assured, etc.)\nVivência com integração contínua e versionamento (Git, Jenkins, GitLab CI)\nFamiliaridade com metodologias ágeis\n\nDesejáveis:\nConhecimento em testes de performance (JMeter, Locust)\nExperiência com ferramentas de qualidade como SonarQube\n\nContrato temporário de 6 meses\nAtuação remota\nContrato PJ\nNúmero de vagas: 1\nTipo de contrato e Jornada: Prestador de Serviços (PJ) - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - TI\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 3 e 5 anos\nHabilidades\nAPIs\nGit\nGitLab\nJenkins\nMetodologias ágeis\nPostman\nPytest\nPython\nSelenium\nTestes automatizados\nDenunciar vaga']","{'vaga': '/vaga-de-analista-qualidade-qa-em-__10717550.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-agtech-solucoes-tecnologia-ltda__-72469.aspx'}"
45,Analista Python,LNV Consultoria,Todo Brasil,,Home office,"['Analista de Qualidade\n\nEstamos em busca de um(a) Analista de Qualidade com experiência em automação de testes, preferencialmente com Python. O profissional atuará no planejamento, desenvolvimento e execução de testes automatizados, contribuindo para a garantia da qualidade e estabilidade das entregas.\n\nResponsabilidades:\nCriar, manter e executar scripts de testes automatizados (frontend, backend e APIs)\nGarantir a cobertura de testes e acompanhar os resultados em pipelines CI/CD\nTrabalhar em conjunto com o time de desenvolvimento e produto para entender os critérios de aceitação\nContribuir com testes manuais exploratórios quando necessário\nParticipar ativamente dos rituais ágeis da equipe\n\nRequisitos:\nExperiência com testes automatizados utilizando Python (Selenium, Pytest, Behave, etc.)\nConhecimento em testes de APIs (Postman, REST-assured, etc.)\nVivência com integração contínua e versionamento (Git, Jenkins, GitLab CI)\nFamiliaridade com metodologias ágeis\n\nDesejáveis:\nConhecimento em testes de performance (JMeter, Locust)\nExperiência com ferramentas de qualidade como SonarQube\n\nContrato temporário de 6 meses\nAtuação remota\nContrato PJ\nNúmero de vagas: 1\nTipo de contrato e Jornada: Prestador de Serviços (PJ) - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - TI\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 3 e 5 anos\nHabilidades\nAPIs\nGit\nGitLab\nJenkins\nMetodologias ágeis\nPostman\nPytest\nPython\nSelenium\nTestes automatizados\nDenunciar vaga']","{'vaga': '/vaga-de-analista-python-em-sao-paulo__10692996.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-lnv-consultoria__822455.aspx'}"
46,Team Leader (Líder De Operações),Randstad - Matriz,Todo Brasil,,Home office,"['Analista de Qualidade\n\nEstamos em busca de um(a) Analista de Qualidade com experiência em automação de testes, preferencialmente com Python. O profissional atuará no planejamento, desenvolvimento e execução de testes automatizados, contribuindo para a garantia da qualidade e estabilidade das entregas.\n\nResponsabilidades:\nCriar, manter e executar scripts de testes automatizados (frontend, backend e APIs)\nGarantir a cobertura de testes e acompanhar os resultados em pipelines CI/CD\nTrabalhar em conjunto com o time de desenvolvimento e produto para entender os critérios de aceitação\nContribuir com testes manuais exploratórios quando necessário\nParticipar ativamente dos rituais ágeis da equipe\n\nRequisitos:\nExperiência com testes automatizados utilizando Python (Selenium, Pytest, Behave, etc.)\nConhecimento em testes de APIs (Postman, REST-assured, etc.)\nVivência com integração contínua e versionamento (Git, Jenkins, GitLab CI)\nFamiliaridade com metodologias ágeis\n\nDesejáveis:\nConhecimento em testes de performance (JMeter, Locust)\nExperiência com ferramentas de qualidade como SonarQube\n\nContrato temporário de 6 meses\nAtuação remota\nContrato PJ\nNúmero de vagas: 1\nTipo de contrato e Jornada: Prestador de Serviços (PJ) - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - TI\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 3 e 5 anos\nHabilidades\nAPIs\nGit\nGitLab\nJenkins\nMetodologias ágeis\nPostman\nPytest\nPython\nSelenium\nTestes automatizados\nDenunciar vaga']","{'vaga': '/vaga-de-team-leader-lider-operacoes-em-sao-paulo__10836348.aspx', 'empresa': 'https://www.infojobs.com.br/randstad-recursos-humanos'}"
47,Team Leader (Líder De Operações),Randstad - Matriz,Todo Brasil,,Home office,"['Analista de Qualidade\n\nEstamos em busca de um(a) Analista de Qualidade com experiência em automação de testes, preferencialmente com Python. O profissional atuará no planejamento, desenvolvimento e execução de testes automatizados, contribuindo para a garantia da qualidade e estabilidade das entregas.\n\nResponsabilidades:\nCriar, manter e executar scripts de testes automatizados (frontend, backend e APIs)\nGarantir a cobertura de testes e acompanhar os resultados em pipelines CI/CD\nTrabalhar em conjunto com o time de desenvolvimento e produto para entender os critérios de aceitação\nContribuir com testes manuais exploratórios quando necessário\nParticipar ativamente dos rituais ágeis da equipe\n\nRequisitos:\nExperiência com testes automatizados utilizando Python (Selenium, Pytest, Behave, etc.)\nConhecimento em testes de APIs (Postman, REST-assured, etc.)\nVivência com integração contínua e versionamento (Git, Jenkins, GitLab CI)\nFamiliaridade com metodologias ágeis\n\nDesejáveis:\nConhecimento em testes de performance (JMeter, Locust)\nExperiência com ferramentas de qualidade como SonarQube\n\nContrato temporário de 6 meses\nAtuação remota\nContrato PJ\nNúmero de vagas: 1\nTipo de contrato e Jornada: Prestador de Serviços (PJ) - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - TI\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 3 e 5 anos\nHabilidades\nAPIs\nGit\nGitLab\nJenkins\nMetodologias ágeis\nPostman\nPytest\nPython\nSelenium\nTestes automatizados\nDenunciar vaga']","{'vaga': '/vaga-de-team-leader-lider-operacoes-em-sao-paulo__10836349.aspx', 'empresa': 'https://www.infojobs.com.br/randstad-recursos-humanos'}"
48,"Bolsista Graduado [Ciências / Engenharia Da Computação, Estatística, Matemática] BAUMER",INSTITUTO EUVALDO LODI,"Mogi Mirim - SP, a 2.068,1 km de você.",Salário a combinar,Home office,"['Projeto de inovação da BAUMER em parceria com Inova Talentos | IPT.\n\nPré-Requisitos:\n• Título: Graduado\n• Formação: Ciências/Engenharia da computação ou cursos relacionados, estatística, matemática. \n\nAtividades: \n• Exploração e Prototipação de Modelos de IA.\n• Desenvolvimento de Modelos para Processamento de Dados Reais.\n• Construção de Bases de Dados Inteligentes.\n• Avaliação de Modelos e Métricas de Performance.\n• Apoio na Implementação e Integração com Sistemas Reais.\n\nConhecimentos Necessários:\n• Linguagens: Python, R.\n• Bibliotecas: Pandas, Scikit-Learn, TensorFlow, PyTorch, Matplotlib.\n• Estatística, probabilidade, álgebra linear.\n• Frameworks: TensorFlow, PyTorch, ONNX.\n• Inglês avançado\n\nConhecimento Desejáveis:\n• Arquiteturas distribuídas, containers (Docker, Kubernetes), cloud (AWS, Azure, GCP).\n• Engenharia de software: versionamento, testes, CI/CD\n\nInformações adicionais:\n• Disponibilidade: 40h semanais\n• Duração: 12 meses\n• Bolsa Auxílio: R$ 7.000,00\n• Atuação: Híbrido (disponibilidade para uma das localizações: Pacaembu, Sp ou Mogi- Mirim)\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\n\nFaça parte do Grupo de Vagas no Telegram:\n\nhttps://t.me/+QNFwYQzbCcZhY2Mx\n\n( 1134051553)\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Informática, TI, Telecomunicações - Informática\nExigências\nEscolaridade Mínima: Ensino Superior\nDenunciar vaga']","{'vaga': '/vaga-de-bolsista-graduado-ciencias-engenharia-da-em-sao-paulo__10816776.aspx', 'empresa': 'https://www.infojobs.com.br/iel'}"
49,00034/2025 -  Bolsista Pesquisador - Inteligência Artificial,FIESC,"Mogi Mirim - SP, a 2.068,1 km de você.",Salário a combinar,Home office,"['Projeto de inovação da BAUMER em parceria com Inova Talentos | IPT.\n\nPré-Requisitos:\n• Título: Graduado\n• Formação: Ciências/Engenharia da computação ou cursos relacionados, estatística, matemática. \n\nAtividades: \n• Exploração e Prototipação de Modelos de IA.\n• Desenvolvimento de Modelos para Processamento de Dados Reais.\n• Construção de Bases de Dados Inteligentes.\n• Avaliação de Modelos e Métricas de Performance.\n• Apoio na Implementação e Integração com Sistemas Reais.\n\nConhecimentos Necessários:\n• Linguagens: Python, R.\n• Bibliotecas: Pandas, Scikit-Learn, TensorFlow, PyTorch, Matplotlib.\n• Estatística, probabilidade, álgebra linear.\n• Frameworks: TensorFlow, PyTorch, ONNX.\n• Inglês avançado\n\nConhecimento Desejáveis:\n• Arquiteturas distribuídas, containers (Docker, Kubernetes), cloud (AWS, Azure, GCP).\n• Engenharia de software: versionamento, testes, CI/CD\n\nInformações adicionais:\n• Disponibilidade: 40h semanais\n• Duração: 12 meses\n• Bolsa Auxílio: R$ 7.000,00\n• Atuação: Híbrido (disponibilidade para uma das localizações: Pacaembu, Sp ou Mogi- Mirim)\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\n\nFaça parte do Grupo de Vagas no Telegram:\n\nhttps://t.me/+QNFwYQzbCcZhY2Mx\n\n( 1134051553)\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Informática, TI, Telecomunicações - Informática\nExigências\nEscolaridade Mínima: Ensino Superior\nDenunciar vaga']","{'vaga': '/vaga-de-000342025-bolsista-pesquisador-inteligencia-artificial-em-santa-catarina__10805455.aspx', 'empresa': 'https://www.infojobs.com.br/fiesc'}"
50,00033/2025 -  Bolsista Pesquisador - Otimização,FIESC,"Mogi Mirim - SP, a 2.068,1 km de você.",Salário a combinar,Home office,"['Projeto de inovação da BAUMER em parceria com Inova Talentos | IPT.\n\nPré-Requisitos:\n• Título: Graduado\n• Formação: Ciências/Engenharia da computação ou cursos relacionados, estatística, matemática. \n\nAtividades: \n• Exploração e Prototipação de Modelos de IA.\n• Desenvolvimento de Modelos para Processamento de Dados Reais.\n• Construção de Bases de Dados Inteligentes.\n• Avaliação de Modelos e Métricas de Performance.\n• Apoio na Implementação e Integração com Sistemas Reais.\n\nConhecimentos Necessários:\n• Linguagens: Python, R.\n• Bibliotecas: Pandas, Scikit-Learn, TensorFlow, PyTorch, Matplotlib.\n• Estatística, probabilidade, álgebra linear.\n• Frameworks: TensorFlow, PyTorch, ONNX.\n• Inglês avançado\n\nConhecimento Desejáveis:\n• Arquiteturas distribuídas, containers (Docker, Kubernetes), cloud (AWS, Azure, GCP).\n• Engenharia de software: versionamento, testes, CI/CD\n\nInformações adicionais:\n• Disponibilidade: 40h semanais\n• Duração: 12 meses\n• Bolsa Auxílio: R$ 7.000,00\n• Atuação: Híbrido (disponibilidade para uma das localizações: Pacaembu, Sp ou Mogi- Mirim)\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\n\nFaça parte do Grupo de Vagas no Telegram:\n\nhttps://t.me/+QNFwYQzbCcZhY2Mx\n\n( 1134051553)\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Informática, TI, Telecomunicações - Informática\nExigências\nEscolaridade Mínima: Ensino Superior\nDenunciar vaga']","{'vaga': '/vaga-de-000332025-bolsista-pesquisador-otimizacao-em-santa-catarina__10805456.aspx', 'empresa': 'https://www.infojobs.com.br/fiesc'}"
51,"Bolsista Graduado TECH[ Engenharia De Automação, Ciências Da Computação, Áreas Correlatas] BRASKEM",INSTITUTO EUVALDO LODI,,,Home office,"['Projeto de inovação da BAUMER em parceria com Inova Talentos | IPT.\n\nPré-Requisitos:\n• Título: Graduado\n• Formação: Ciências/Engenharia da computação ou cursos relacionados, estatística, matemática. \n\nAtividades: \n• Exploração e Prototipação de Modelos de IA.\n• Desenvolvimento de Modelos para Processamento de Dados Reais.\n• Construção de Bases de Dados Inteligentes.\n• Avaliação de Modelos e Métricas de Performance.\n• Apoio na Implementação e Integração com Sistemas Reais.\n\nConhecimentos Necessários:\n• Linguagens: Python, R.\n• Bibliotecas: Pandas, Scikit-Learn, TensorFlow, PyTorch, Matplotlib.\n• Estatística, probabilidade, álgebra linear.\n• Frameworks: TensorFlow, PyTorch, ONNX.\n• Inglês avançado\n\nConhecimento Desejáveis:\n• Arquiteturas distribuídas, containers (Docker, Kubernetes), cloud (AWS, Azure, GCP).\n• Engenharia de software: versionamento, testes, CI/CD\n\nInformações adicionais:\n• Disponibilidade: 40h semanais\n• Duração: 12 meses\n• Bolsa Auxílio: R$ 7.000,00\n• Atuação: Híbrido (disponibilidade para uma das localizações: Pacaembu, Sp ou Mogi- Mirim)\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\n\nFaça parte do Grupo de Vagas no Telegram:\n\nhttps://t.me/+QNFwYQzbCcZhY2Mx\n\n( 1134051553)\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Informática, TI, Telecomunicações - Informática\nExigências\nEscolaridade Mínima: Ensino Superior\nDenunciar vaga']","{'vaga': '/vaga-de-bolsista-graduado-tech-engenharia-automacao,-em-sao-paulo__10709768.aspx', 'empresa': 'https://www.infojobs.com.br/iel'}"
52,"Bolsista Doutor [Engenharia Mecânica, Aeronáutica, Aeroespacial ] EMBRAER",INSTITUTO EUVALDO LODI,"São José dos Campos - SP, a 2.058,8 km de você.",,Home office,"['Projeto de inovação da empresa Embraer em parceria com Inova Talentos | IPT\n\nPré-Requisitos:\n• Perfil do bolsista: Doutor 1;\n• Formação: Doutorado;\n• Cursos: Doutor em Eng. Mecânica, Eng. Aeroespacial;\n• Inglês Avançado (Leitura e Escrita).\n\nAtividades:\n• Modelagem numérica e simulação de hélices;\n• Análise e comparação com dados de ensaios em túnel de vento;\n• Análise de erros e propagação de incertezas.\n\nConhecimentos Necessários:\n• Conhecimentos de programação em Python, Matlab;\n• Conhecimentos de CFD em nível de usuário;\n• Familiaridade com conceitos sobre máquinas de fluxo, triângulo de velocidade;\n• Sólidos fundamentos de Termodinâmica e Mecânica dos Fluidos.\n\n• Conhecimento Desejáveis:\n• Conhecimentos de CFD em nível de programação;\n• Familiaridade com modelos de simulação de hélice;\n• Experiência com ensaios de componentes de sistemas propulsivos em túnel vento ou em bancada.\n\nInformações adicionais:\n• Disponibilidade: 40h semanais;\n• Duração: 12 meses;\n• Bolsa Auxílio: R$ 6.300,00\n• Atuação: Remota\n• Local de empresa: São José dos Campos - SP.\n\n\nConheça o INOVA TALENTOS\n\nhttps://vimeo.com/676464243/165a0bf5f5\nhttps://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d\n\n\n(1087619190)\nNúmero de vagas: 1\nTipo de contrato e Jornada: Outros - Período Integral\nÁrea Profissional: Trainee em Engenharia - Engenharia Mecânica, Mecatrônica\nExigências\nEscolaridade Mínima: Pós-graduação - Doutorado\nHabilidades\nCFD\nDoutor\nPython\nSimulação de hélice\nDenunciar vaga']","{'vaga': '/vaga-de-bolsista-doutor-engenharia-mecanica,-aeronautica,-em-sao-paulo__10663159.aspx', 'empresa': 'https://www.infojobs.com.br/iel'}"
